name,POS,Team,Games,Min,FG%,FGM,FGA,FT%,FTM,FTA,3PM,PTS,TREB,AST,STL,BLK,TO
Jaden McDaniels,PF,MIN,75,27.9,0.449,3.0,6.8,0.65,0.7,1.0,1.3,8.0,4.3,1.3,0.7,1.2,0.8
Jalen Brunson,"PG,SG",DAL,72,24.0,0.522,4.6,8.8,0.82,1.7,2.1,1.2,12.1,3.3,3.4,0.5,0.0,1.2
Devin Vassell,SG,SAS,75,22.1,0.431,3.0,7.0,0.883,1.0,1.1,1.4,8.4,3.9,1.3,1.0,0.4,0.6
Rui Hachimura,"SF,PF",WAS,73,31.0,0.473,5.5,11.6,0.7859999999999999,2.2,2.9,0.8,14.0,5.6,1.4,0.8,0.1,1.2
Desmond Bane,"PG,SG",MEM,73,25.2,0.46,3.9,8.5,0.841,0.7,0.8,2.0,10.5,3.6,2.0,0.7,0.2,1.1
Monte Morris,"PG,SG",DEN,70,26.4,0.478,4.2,8.7,0.8170000000000001,1.3,1.5,1.2,10.7,2.1,3.3,0.7,0.3,0.7
Kevin Love,"PF,C",CLE,30,22.2,0.406,3.6,9.0,0.848,1.5,1.8,2.0,10.8,6.6,2.2,0.5,0.1,1.3
Oshae Brissett,"SF,PF",IND,60,19.2,0.486,2.7,5.5,0.774,1.9,2.4,1.2,8.5,4.2,0.7,0.7,0.8,0.4
Alec Burks,"SG,SF",NYK,67,23.1,0.422,3.9,9.2,0.871,1.9,2.2,1.9,11.5,4.2,2.0,0.5,0.3,0.9
Josh Richardson,"SG,SF",BOS,68,24.8,0.428,3.8,8.8,0.947,1.4,1.5,1.3,10.2,2.8,2.2,0.8,0.3,1.1
Justin Holiday,"SG,SF",IND,78,27.1,0.414,3.2,7.8,0.755,0.8,1.1,2.1,9.4,3.1,1.5,0.9,0.5,0.7
Kelly Oubre Jr.,"SG,SF",CHA,74,26.2,0.439,4.9,11.2,0.688,1.9,2.7,1.4,13.1,5.1,1.1,0.9,0.7,1.1
Gary Trent Jr.,"SG,SF",TOR,70,31.1,0.408,5.3,13.0,0.7759999999999999,1.4,1.7,2.7,14.7,2.6,1.4,1.0,0.2,0.7
Nicolas Claxton,C,BKN,67,20.8,0.622,3.2,5.1,0.5,1.1,2.3,0.0,7.4,5.8,1.0,0.8,1.5,0.7
Cameron Johnson,"SF,PF",PHX,72,26.7,0.424,3.8,9.0,0.804,0.9,1.1,2.2,10.8,3.8,1.6,0.7,0.3,0.8
Taurean Prince,"SF,PF",MIN,70,23.1,0.399,3.3,8.3,0.843,1.7,2.0,1.6,9.8,3.6,2.0,0.7,0.6,1.1
Lonnie Walker IV,"SG,SF",SAS,74,28.1,0.434,5.8,13.3,0.835,1.1,1.3,2.2,14.8,2.9,1.9,0.6,0.3,1.2
Isaac Okoro,SG,CLE,76,34.1,0.436,4.2,9.7,0.736,2.0,2.7,1.2,11.7,3.6,2.2,1.1,0.5,1.5
Enes Kanter,C,BOS,60,18.4,0.602,3.3,5.4,0.7809999999999999,1.3,1.6,0.0,7.8,7.7,0.8,0.4,0.5,0.8
Blake Griffin,"PF,C",BKN,68,25.5,0.4270000000000001,3.8,8.8,0.7609999999999999,1.9,2.5,1.5,10.9,4.8,3.0,0.7,0.3,1.3
Maxi Kleber,"PF,C",DAL,70,26.1,0.418,2.2,5.3,0.861,0.7,0.8,1.7,6.8,5.0,1.4,0.5,0.7,0.6
Doug McDermott,"SF,PF",SAS,74,27.1,0.499,5.6,11.2,0.8009999999999999,1.3,1.7,1.7,14.2,3.7,1.4,0.3,0.1,0.9
Immanuel Quickley,PG,NYK,74,21.8,0.396,4.1,10.2,0.8909999999999999,2.7,3.0,2.0,12.8,2.4,2.3,0.6,0.2,1.0
James Wiseman,C,GSW,68,25.2,0.516,5.7,11.1,0.636,1.6,2.6,0.4,13.5,6.8,0.8,0.4,1.1,1.8
Trevor Ariza,"SG,SF",LAL,68,22.1,0.4370000000000001,2.9,6.6,0.79,1.0,1.2,1.4,8.1,4.0,1.5,0.8,0.5,0.6
Eric Gordon,"SG,SF",HOU,60,24.9,0.434,4.8,11.1,0.831,2.9,3.4,2.1,14.6,1.8,2.1,0.4,0.4,1.6
Delon Wright,"PG,SG",ATL,68,18.4,0.464,2.5,5.4,0.8029999999999999,1.1,1.3,0.7,6.8,2.9,2.9,1.1,0.3,0.9
Xavier Tillman,"PF,C",MEM,67,20.0,0.5489999999999999,3.0,5.5,0.6629999999999999,0.7,1.0,0.4,7.2,4.7,1.4,0.8,0.7,0.9
Kevin Huerter,"SG,SF",ATL,74,24.0,0.434,3.6,8.2,0.7859999999999999,0.6,0.7,1.6,9.3,2.6,2.7,0.9,0.2,0.9
Shake Milton,"PG,SG",PHI,71,23.6,0.453,4.9,10.7,0.82,2.3,2.8,1.1,13.2,2.3,3.1,0.6,0.3,1.6
Dwight Powell,"PF,C",DAL,68,18.2,0.637,2.3,3.6,0.8140000000000001,1.8,2.3,0.1,6.5,4.4,1.2,0.7,0.5,0.8
Naz Reid,C,MIN,76,18.0,0.518,4.0,7.7,0.665,1.5,2.2,0.8,10.5,4.3,0.9,0.5,1.0,0.9
Davis Bertans,"PF,C",WAS,65,23.2,0.405,3.1,7.6,0.9,1.6,1.8,2.7,10.3,2.7,0.8,0.5,0.2,0.5
Reggie Bullock,"SG,SF",DAL,74,25.7,0.442,3.3,7.4,0.8959999999999999,0.7,0.8,2.1,9.3,2.9,1.3,0.7,0.2,0.6
Bruce Brown,SG,BKN,74,20.1,0.5539999999999999,3.2,5.8,0.722,1.2,1.6,0.3,7.9,4.9,1.4,0.8,0.4,0.7
Kendrick Nunn,"PG,SG",LAL,74,20.1,0.483,3.9,8.0,0.907,0.7,0.8,1.5,10.0,2.2,1.8,0.7,0.2,1.0
Trey Murphy III,"SG,SF",NOP,72,22.4,0.436,3.2,7.4,0.85,0.9,1.0,1.8,9.1,2.3,1.2,0.8,0.4,0.9
Jeff Green,"SF,PF",DEN,70,26.4,0.487,3.7,7.6,0.748,1.8,2.3,1.5,10.7,3.8,1.6,0.5,0.4,0.8
Kenrich Williams,"SF,PF",OKC,60,20.7,0.532,3.2,5.9,0.594,0.6,1.0,0.8,7.7,3.9,2.2,0.9,0.3,1.2
Rudy Gay,"SF,PF",UTA,68,18.9,0.419,3.7,8.8,0.8140000000000001,1.1,1.4,1.5,10.0,4.2,1.2,0.6,0.5,0.9
Otto Porter Jr.,"SF,PF",GSW,60,20.4,0.4320000000000001,3.3,7.6,0.865,1.2,1.4,1.3,9.1,5.2,1.9,0.6,0.1,0.9
Luguentz Dort,"SG,SF",OKC,70,29.1,0.391,4.7,12.0,0.75,2.3,3.1,2.2,13.7,3.5,1.7,0.9,0.4,1.5
Wayne Ellington,"SG,SF",LAL,69,26.2,0.433,3.6,8.3,0.7559999999999999,0.7,0.9,2.8,10.7,2.2,1.7,0.5,0.2,0.8
Pat Connaughton,"SG,SF",MIL,71,22.5,0.429,2.4,5.5,0.831,0.5,0.6,1.5,6.7,4.7,1.2,0.7,0.3,0.5
KJ Martin Jr.,SF,HOU,62,20.1,0.507,3.1,6.0,0.6829999999999999,1.1,1.6,0.7,7.9,4.6,0.9,0.6,0.8,0.7
Gabe Vincent,PG,MIA,68,14.2,0.428,2.1,4.9,0.8,0.4,0.5,1.3,5.8,1.3,2.5,1.3,0.0,0.2
DeMarcus Cousins,"PF,C",FA,50,15.4,0.4320000000000001,2.8,6.6,0.701,1.2,1.8,1.1,7.9,5.7,1.7,0.7,0.5,1.4
Steven Adams,C,MEM,68,25.8,0.621,3.1,4.9,0.435,0.9,2.1,0.0,7.1,8.3,1.8,0.8,0.7,1.3
JaVale McGee,C,PHX,62,15.4,0.508,3.2,6.3,0.665,1.0,1.6,0.1,7.5,5.4,0.8,0.4,1.2,1.3
Jaxson Hayes,C,NOP,67,16.1,0.617,2.9,4.7,0.8,1.6,2.0,0.1,7.5,4.3,0.6,0.4,0.6,0.7
Davion Mitchell,SG,SAC,70,22.1,0.44,2.9,6.5,0.721,0.8,1.1,1.3,7.8,1.4,3.0,1.2,0.1,1.8
Jarred Vanderbilt,"PF,C",MIN,69,15.8,0.596,2.1,3.5,0.573,0.9,1.5,0.0,5.1,5.4,1.2,1.0,0.7,0.8
Payton Pritchard,PG,BOS,74,20.8,0.445,3.1,6.9,0.857,0.7,0.8,1.8,8.6,2.6,2.1,0.7,0.1,0.9
Scottie Barnes,SF,TOR,74,24.6,0.446,3.9,8.7,0.5870000000000001,0.7,1.2,0.4,8.9,4.1,2.9,1.1,0.4,1.8
Cody Zeller,C,POR,68,18.2,0.5589999999999999,3.3,5.9,0.7190000000000001,1.6,2.2,0.1,8.2,5.9,1.6,0.5,0.4,0.9
Raul Neto,PG,WAS,63,18.4,0.472,2.8,5.9,0.917,1.0,1.1,0.8,7.3,2.0,1.9,0.9,0.1,0.7
Tony Bradley,C,CHI,72,15.1,0.66,2.9,4.3,0.6920000000000001,0.8,1.2,0.0,6.5,5.3,0.8,0.4,0.7,0.7
Tomas Satoransky,"PG,SG",NOP,70,19.4,0.509,2.5,4.9,0.858,1.0,1.2,0.6,6.6,2.1,4.0,0.6,0.2,1.5
Kentavious Caldwell-Pope,"PG,SG",WAS,64,22.4,0.439,2.6,5.9,0.8809999999999999,1.2,1.3,1.4,7.7,2.1,1.5,0.7,0.3,0.8
Alex Caruso,"PG,SG",CHI,70,21.7,0.434,2.4,5.5,0.619,0.8,1.3,1.0,6.6,3.0,2.9,1.1,0.3,1.3
Kevon Looney,"PF,C",GSW,69,22.4,0.563,2.1,3.8,0.6559999999999999,0.6,0.9,0.1,4.9,6.2,2.2,0.5,0.5,0.7
Deni Avdija,"SG,SF",WAS,68,25.1,0.421,3.2,7.6,0.684,0.7,1.0,1.1,8.1,5.2,2.1,0.7,0.3,0.7
Juan Toscano-Anderson,"SF,PF",GSW,64,16.1,0.542,1.9,3.5,0.733,0.3,0.5,0.6,4.7,3.6,2.3,0.7,0.4,1.0
Dwight Howard,C,LAL,74,19.5,0.591,2.7,4.5,0.602,1.9,3.1,0.1,7.3,8.7,0.9,0.4,0.9,1.6
Ty Jerome,"PG,SG",OKC,51,19.2,0.448,3.1,7.0,0.8,0.6,0.8,1.8,8.6,2.3,3.0,0.5,0.2,1.1
Furkan Korkmaz,"SG,SF",PHI,71,20.5,0.402,3.3,8.2,0.736,1.2,1.6,1.9,9.7,2.2,1.6,1.0,0.2,0.9
Cedi Osman,"SF,PF",CLE,72,24.1,0.374,3.5,9.3,0.812,1.2,1.5,1.6,9.7,3.2,2.7,0.8,0.2,1.3
Patty Mills,PG,BKN,76,22.4,0.422,3.4,8.1,0.833,0.9,1.1,2.5,10.3,1.5,2.2,0.5,0.0,0.9
Paul Millsap,"PF,C",BKN,58,14.9,0.477,2.7,5.7,0.821,1.5,1.8,0.7,7.6,3.8,1.1,0.6,0.4,0.9
Malachi Flynn,PG,TOR,74,19.9,0.417,3.3,7.9,0.802,1.0,1.2,1.2,8.7,2.5,2.9,0.8,0.1,0.9
Franz Wagner,"SG,SF",ORL,70,21.4,0.456,3.0,6.5,0.785,0.8,1.1,1.0,7.8,2.9,1.6,0.7,0.4,1.1
Dewayne Dedmon,C,MIA,68,16.0,0.589,2.3,3.9,0.769,1.2,1.6,0.1,6.0,5.1,0.8,0.6,0.4,0.8
Jordan McLaughlin,PG,MIN,64,18.1,0.417,2.0,4.7,0.831,0.5,0.6,0.7,4.9,2.1,3.7,1.0,0.1,1.0
Darius Bazley,"SF,PF",OKC,70,30.0,0.397,4.8,12.1,0.718,2.2,3.1,1.4,13.2,6.9,1.7,0.5,0.5,2.1
Cory Joseph,PG,DET,68,18.9,0.47,2.6,5.6,0.7829999999999999,0.9,1.2,0.6,6.7,2.1,2.8,0.8,0.3,1.0
Carmelo Anthony,"SF,PF",LAL,72,20.5,0.417,3.5,8.3,0.87,1.5,1.7,1.4,9.8,2.3,1.1,0.5,0.4,0.7
Chris Duarte,SG,IND,68,18.2,0.445,2.6,5.7,0.8109999999999999,0.9,1.1,1.4,7.4,2.4,1.4,0.8,0.3,1.9
Cam Reddish,"SG,SF",ATL,68,22.1,0.393,2.8,7.1,0.821,2.0,2.4,1.0,8.6,3.0,1.0,1.0,0.2,1.0
Kira Lewis Jr,PG,NOP,69,21.1,0.386,3.0,7.8,0.885,1.0,1.1,0.9,8.0,1.6,2.9,0.9,0.3,0.8
Theo Maledon,PG,OKC,69,25.4,0.383,3.2,8.5,0.769,1.5,2.0,1.5,9.5,3.1,3.2,0.7,0.2,2.0
Onyeka Okongwu,"PF,C",ATL,20,14.1,0.632,2.2,3.5,0.636,0.8,1.3,0.0,5.4,3.9,0.5,0.6,0.8,0.7
Tre Mann,SG,OKC,68,18.4,0.419,3.3,7.9,0.809,0.9,1.1,1.3,8.8,3.1,2.0,0.8,0.1,1.8
Malik Monk,"PG,SG",LAL,69,20.4,0.4320000000000001,3.7,8.6,0.818,1.3,1.5,1.8,10.5,2.2,1.9,0.5,0.1,1.2
Anfernee Simons,"PG,SG",POR,73,21.3,0.412,3.2,7.8,0.775,0.9,1.1,2.3,9.6,2.7,1.7,0.4,0.1,0.9
JaMychal Green,"PF,C",DEN,70,17.1,0.462,2.7,5.8,0.7979999999999999,0.7,0.9,1.2,7.2,4.3,0.8,0.4,0.4,0.8
Jonathan Kuminga,"SF,PF",GSW,69,20.4,0.425,3.5,8.1,0.64,0.7,1.1,0.8,8.4,3.8,1.1,0.8,0.6,1.5
Khyri Thomas,SG,HOU,26,12.4,0.45,2.4,5.4,0.753,0.7,1.0,0.7,6.3,1.5,2.0,0.7,0.5,0.5
Patrick Beverley,"PG,SG",MIN,60,16.1,0.415,1.8,4.3,0.835,0.7,0.9,1.1,5.3,2.3,1.5,0.6,0.6,0.6
Luke Kennard,"SG,SF",LAC,66,20.5,0.47,3.2,6.9,0.8079999999999999,0.4,0.5,1.7,8.6,2.7,1.8,0.3,0.1,0.8
Austin Rivers,"PG,SG",DEN,68,23.1,0.426,2.8,6.7,0.67,0.6,0.9,1.5,7.7,2.3,2.3,0.8,0.1,1.0
Hassan Whiteside,"PF,C",UTA,72,16.8,0.563,3.5,6.2,0.502,1.1,2.2,0.0,8.0,5.9,0.6,0.3,1.3,1.1
Tyrese Maxey,"PG,SG",PHI,70,17.8,0.471,3.8,8.0,0.833,1.2,1.4,0.6,9.2,2.0,2.3,0.5,0.2,0.8
P.J. Tucker,"PF,C",MIA,77,27.1,0.382,1.4,3.5,0.8079999999999999,0.4,0.5,0.8,3.8,4.1,1.3,0.7,0.4,0.8
Goga Bitadze,C,IND,54,12.5,0.4320000000000001,1.9,4.3,0.71,1.0,1.4,0.5,5.2,3.4,0.8,0.2,1.4,0.4
Taj Gibson,"PF,C",NYK,30,13.8,0.629,1.5,2.3,0.75,0.6,0.8,0.1,3.6,3.7,0.5,0.5,0.7,0.3
Ish Smith,PG,CHA,71,17.4,0.446,3.1,6.9,0.6970000000000001,0.6,0.9,0.6,7.4,2.2,3.4,0.6,0.3,1.0
Grayson Allen,"SG,SF",MIL,60,16.4,0.422,2.3,5.4,0.889,1.0,1.2,1.4,6.9,2.1,1.4,0.6,0.1,0.7
Lou Williams,"PG,SG",ATL,50,17.4,0.408,3.2,7.9,0.885,1.9,2.1,0.9,9.1,1.7,2.7,0.6,0.1,1.3
Obi Toppin,"SF,PF",NYK,73,18.1,0.501,2.8,5.6,0.742,0.5,0.7,0.7,6.8,3.6,0.8,0.5,0.3,0.7
D.J. Augustin,PG,HOU,68,18.5,0.4,2.2,5.6,0.88,1.4,1.6,1.4,7.2,1.6,3.1,0.5,0.0,1.0
Mike Muscala,"PF,C",OKC,52,15.8,0.447,2.9,6.5,0.894,0.8,0.9,1.6,8.2,3.2,0.7,0.2,0.3,0.5
Kent Bazemore,"SG,SF",LAL,46,17.1,0.444,2.0,4.5,0.768,0.9,1.1,0.9,5.7,2.6,0.9,0.7,0.5,0.9
Josh Jackson,"SG,SF",DET,60,18.2,0.421,3.4,8.1,0.74,1.9,2.5,0.9,9.6,2.9,1.6,0.6,0.6,1.6
Landry Shamet,"PG,SG",PHX,70,20.2,0.413,2.7,6.6,0.851,1.0,1.1,1.8,8.2,1.6,1.4,0.4,0.2,0.7
Naji Marshall,SF,NOP,56,15.9,0.408,1.8,4.5,0.738,1.4,1.9,0.7,5.8,3.8,2.3,0.7,0.2,1.0
Rajon Rondo,PG,LAL,40,12.4,0.438,2.1,4.8,0.667,0.4,0.6,0.8,5.4,2.4,3.5,0.7,0.1,1.7
David Nwaba,"SG,SF",HOU,50,16.3,0.485,2.5,5.2,0.695,1.1,1.6,0.4,6.6,2.8,0.7,0.7,0.5,0.4
George Hill,"PG,SG",MIL,70,17.8,0.485,2.5,5.2,0.763,1.0,1.4,0.8,6.9,1.6,1.9,0.6,0.2,0.8
Tyus Jones,PG,MEM,70,14.0,0.424,2.0,4.7,1.0,0.5,0.5,0.5,5.0,1.6,2.9,0.7,0.1,0.6
Josh Okogie,"SG,SF",MIN,68,19.2,0.401,1.6,4.0,0.7759999999999999,1.3,1.7,0.5,5.0,2.6,1.0,0.9,0.5,0.7
Aaron Nesmith,"SG,SF",BOS,66,19.1,0.444,2.3,5.3,0.8,0.7,0.9,1.2,6.6,3.8,0.7,0.4,0.3,0.7
Hamidou Diallo,"SG,SF",DET,70,20.8,0.477,3.8,7.9,0.64,2.2,3.4,0.4,10.2,4.6,1.7,0.7,0.4,1.3
Moe Harkless,"SF,PF",SAC,70,19.1,0.423,1.7,4.1,0.752,0.8,1.1,0.6,4.7,2.2,1.1,0.7,0.6,0.6
R.J. Hampton,PG,ORL,64,22.8,0.446,3.5,7.8,0.6829999999999999,1.4,2.0,0.6,9.0,4.5,2.1,0.5,0.2,1.4
Torrey Craig,"SG,SF",IND,62,13.1,0.489,1.8,3.7,0.727,0.2,0.3,0.7,4.5,3.2,0.8,0.5,0.4,0.4
Isaiah Hartenstein,PF,FA,50,12.1,0.541,2.0,3.6,0.662,1.0,1.5,0.0,5.0,3.8,1.2,0.4,0.8,1.0
Gorgui Dieng,"PF,C",ATL,44,10.4,0.513,1.6,3.0,0.835,1.1,1.3,0.6,4.8,2.6,0.9,0.5,0.3,0.6
Jeff Teague,"PG,SG",MIL,70,16.5,0.423,2.1,5.0,0.845,1.5,1.8,0.7,6.4,1.5,2.3,0.6,0.2,1.1
Moses Moody,SF,GSW,65,17.8,0.406,2.9,7.1,0.805,1.0,1.2,1.1,7.9,2.4,1.1,0.6,0.3,0.9
Alex Len,"PF,C",SAC,36,13.2,0.626,2.3,3.7,0.61,0.9,1.5,0.1,5.7,3.4,0.7,0.3,0.9,0.8
Terence Davis,"SG,SF",SAC,61,14.6,0.426,2.6,6.2,0.784,0.6,0.7,1.3,7.2,2.1,1.2,0.6,0.2,0.8
Markieff Morris,"PF,C",MIA,74,19.4,0.403,2.5,6.1,0.747,0.6,0.8,1.1,6.6,4.3,1.2,0.4,0.3,0.9
Saben Lee,PG,DET,40,15.4,0.476,2.0,4.2,0.6829999999999999,1.2,1.8,0.2,5.3,1.9,3.4,0.7,0.3,1.0
Nassir Little,SF,POR,68,17.2,0.457,2.1,4.5,0.888,1.0,1.2,0.8,6.0,3.5,0.7,0.1,0.4,0.5
Precious Achiuwa,"SF,PF",TOR,68,18.5,0.541,3.3,6.1,0.544,1.5,2.7,0.0,8.0,5.6,0.8,0.5,0.8,1.2
Derrick Jones Jr.,"SG,SF",CHI,70,18.1,0.479,2.0,4.1,0.627,0.8,1.3,0.6,5.3,2.8,0.6,0.5,0.7,0.5
Andre Iguodala,"SG,SF",GSW,30,13.6,0.431,1.2,2.7,0.667,0.2,0.3,0.5,3.0,2.4,1.6,0.5,0.7,0.9
Bismack Biyombo,C,FA,68,19.4,0.594,2.1,3.5,0.4370000000000001,0.7,1.5,0.0,4.7,5.0,1.1,0.3,1.0,1.0
Willie Cauley-Stein,"PF,C",DAL,61,14.2,0.649,1.8,2.8,0.6,0.8,1.3,0.0,4.4,3.7,0.6,0.3,0.7,0.4
James Bouknight,SG,CHA,68,17.2,0.453,2.8,6.2,0.695,0.9,1.3,1.1,7.6,3.1,0.4,0.7,0.1,1.5
Max Strus,SG,MIA,55,16.7,0.459,2.8,6.2,0.662,0.5,0.8,1.7,7.8,1.4,0.8,0.4,0.1,0.3
JJ Redick,SG,FA,60,17.1,0.394,2.5,6.3,0.919,1.1,1.2,1.6,7.7,1.6,1.2,0.3,0.1,0.8
Nemanja Bjelica,PF,GSW,47,14.4,0.473,2.3,4.9,0.7809999999999999,0.9,1.1,0.6,6.1,3.0,1.7,0.4,0.1,0.8
Moses Brown,C,DAL,50,12.4,0.54,2.0,3.7,0.619,1.0,1.7,0.0,5.0,5.2,0.1,0.4,0.6,0.6
Eric Paschall,"PF,C",UTA,68,17.9,0.493,3.8,7.7,0.71,1.7,2.5,0.5,9.7,3.3,1.3,0.3,0.2,1.1
Moritz Wagner,"PF,C",ORL,30,12.2,0.451,1.7,3.9,0.84,1.2,1.4,0.5,5.2,2.4,0.8,0.5,0.3,0.8
Denzel Valentine,"SG,SF",CHI,64,15.9,0.374,2.4,6.3,1.0,0.3,0.3,1.2,6.2,3.0,1.6,0.5,0.1,0.7
Robin Lopez,C,ORL,34,13.2,0.634,2.6,4.2,0.74,1.0,1.3,0.1,6.3,2.6,0.6,0.1,0.4,0.8
DeAndre Jordan,C,LAL,48,12.2,0.7509999999999999,1.8,2.4,0.5,0.4,0.9,0.0,4.1,4.1,0.9,0.2,0.6,0.8
Sterling Brown,"SG,SF",DAL,50,13.8,0.426,2.0,4.7,0.76,0.6,0.8,0.8,5.3,3.3,1.0,0.6,0.1,0.8
Trey Burke,PG,DAL,68,14.7,0.42,2.4,5.7,0.888,0.8,0.9,0.9,6.4,0.9,1.3,0.6,0.1,0.5
Jalen McDaniels,"PF,C",CHA,44,14.4,0.467,2.2,4.7,0.718,0.8,1.1,0.6,5.7,2.8,0.9,0.5,0.3,0.8
Frank Kaminsky,C,PHX,50,13.7,0.474,2.3,4.9,0.621,0.7,1.2,0.6,5.9,3.6,1.5,0.3,0.4,0.5
Tony Snell,"SG,SF",POR,62,17.1,0.527,1.5,2.9,1.0,0.2,0.2,1.1,4.3,2.0,1.1,0.2,0.2,0.3
Dean Wade,"PF,C",CLE,55,15.4,0.428,1.6,3.8,0.83,0.4,0.5,0.9,4.6,2.7,0.9,0.4,0.2,0.4
Abdel Nader,"SF,PF",PHX,64,15.1,0.483,2.1,4.3,0.746,0.9,1.1,0.9,5.9,1.8,0.7,0.4,0.4,0.8
Tristan Thompson,"PF,C",SAC,71,17.7,0.518,2.3,4.4,0.589,1.0,1.6,0.0,5.6,6.0,0.9,0.3,0.4,0.8
Ziaire Williams,SF,MEM,64,17.8,0.412,3.0,7.3,0.78,0.7,0.9,0.8,7.5,2.2,1.0,0.6,0.2,1.1
Yogi Ferrell,"PG,SG",LAC,30,11.0,0.397,1.6,4.0,0.778,0.6,0.7,0.7,4.5,1.5,1.8,0.6,0.2,0.2
Boban Marjanovic,C,DAL,44,10.1,0.513,2.3,4.6,0.81,1.1,1.4,0.0,5.8,4.8,0.4,0.1,0.3,0.5
Aron Baynes,C,FA,20,16.0,0.439,2.2,4.9,0.754,0.5,0.7,0.4,5.3,4.5,0.8,0.3,0.3,0.8
Paul Reed,SF,PHI,40,7.4,0.534,1.7,3.2,0.6559999999999999,0.2,0.3,0.0,3.7,2.5,0.5,0.4,0.5,0.5
Freddie Gillespie,SF,TOR,18,11.1,0.514,1.9,3.7,0.708,0.9,1.2,0.0,4.7,2.9,0.2,0.4,0.6,0.4
Drew Eubanks,"PF,C",SAS,30,10.0,0.563,1.6,2.9,0.753,0.7,1.0,0.0,4.0,3.2,0.6,0.2,0.7,0.8
Jaylen Nowell,SG,MIN,40,13.2,0.424,2.4,5.8,0.8490000000000001,0.8,0.9,0.9,6.5,1.7,1.1,0.4,0.2,0.5
Chimezie Metu,PF,SAC,45,11.0,0.5,2.0,4.0,0.753,0.7,1.0,0.3,5.1,2.5,0.7,0.3,0.4,0.7
Bryn Forbes,"PG,SG",SAS,68,16.1,0.425,2.4,5.7,0.843,0.8,0.9,1.5,7.1,1.3,1.1,0.3,0.0,0.6
DeAndre' Bembry,"SF,PF",BKN,10,12.1,0.511,1.5,2.8,0.695,0.6,0.8,0.2,3.7,1.8,1.3,0.6,0.3,0.9
PJ Dozier,"PG,SG",DEN,60,17.1,0.422,2.4,5.6,0.618,0.6,1.0,0.7,6.0,2.8,1.4,0.5,0.3,0.7
Gary Harris,"SG,SF",ORL,60,22.2,0.381,3.2,8.3,0.794,1.3,1.6,1.1,8.6,1.1,1.6,0.6,0.2,1.0
Damion Lee,"SG,SF",GSW,40,11.4,0.479,1.4,2.9,0.875,0.4,0.5,0.8,3.9,1.9,0.8,0.4,0.1,0.3
Kai Jones,C,CHA,30,15.1,0.5479999999999999,1.9,3.4,0.5770000000000001,0.5,0.8,0.1,4.3,2.6,0.1,0.4,0.7,0.8
Aaron Holiday,PG,WAS,30,14.2,0.414,1.5,3.5,0.8029999999999999,0.5,0.6,0.6,4.0,1.2,1.9,0.5,0.2,1.0
Willy Hernangomez,C,NOP,40,10.2,0.56,1.8,3.2,0.655,0.7,1.1,0.0,4.4,4.0,0.6,0.3,0.3,0.4
Bones Hyland,"PG,SG",DEN,30,15.0,0.413,2.1,5.1,0.718,0.5,0.7,1.2,5.9,1.4,0.8,0.6,0.1,1.1
Killian Tillie,C,MEM,30,12.0,0.403,1.3,3.3,0.797,0.6,0.7,0.7,3.9,1.6,0.5,0.4,0.5,0.1
Timothe Luwawu-Cabarrot,"SG,SF",FA,62,15.2,0.361,1.8,5.1,0.862,0.5,0.6,1.1,5.4,1.8,1.0,0.5,0.1,0.6
Ben McLemore,"SG,SF",POR,58,16.1,0.377,2.5,6.5,0.7020000000000001,0.7,0.9,1.7,7.3,1.8,0.7,0.4,0.2,0.8
Dario Saric,"PF,C",PHX,5,10.2,0.456,1.8,3.9,0.858,1.0,1.1,0.5,5.0,2.2,0.7,0.3,0.1,0.6
Cody Martin,"SG,SF",CHA,47,10.4,0.379,1.1,2.9,0.667,0.8,1.2,0.6,3.6,2.7,1.0,0.6,0.2,0.7
Danuel House Jr.,"SF,PF",HOU,56,17.1,0.408,2.0,5.0,0.61,0.7,1.2,1.0,5.8,2.4,1.3,0.4,0.3,0.7
Tyler Johnson,"PG,SG",BKN,40,14.4,0.403,1.6,3.9,1.0,0.4,0.4,1.0,4.4,1.6,1.0,0.3,0.0,0.3
Jevon Carter,PG,BKN,20,8.8,0.423,1.0,2.5,0.8059999999999999,0.3,0.3,0.7,3.0,1.2,0.9,0.5,0.2,0.3
Michael Carter-Williams,"PG,SG",ORL,22,15.1,0.391,2.2,5.7,0.614,1.1,1.7,0.3,5.8,3.0,2.7,0.5,0.3,1.4
Justise Winslow,PF,LAC,68,20.1,0.358,3.0,8.4,0.569,0.8,1.4,0.4,7.0,4.6,2.0,0.6,0.4,1.4
Grant Williams,"SF,PF",BOS,60,12.8,0.435,1.3,3.0,0.629,0.4,0.6,0.6,3.6,2.2,0.8,0.4,0.3,0.7
Grant Riller,PG,FA,24,7.4,0.647,2.1,3.2,0.0,0.0,0.0,0.6,4.9,0.2,0.8,0.2,0.0,0.2
Rodney Hood,"SG,SF",MIL,60,21.1,0.362,2.1,5.8,0.8029999999999999,0.5,0.6,0.7,5.5,2.3,1.2,0.5,0.1,0.9
Troy Brown Jr.,"SG,SF",CHI,54,14.5,0.4270000000000001,1.7,3.9,0.6609999999999999,0.4,0.6,0.7,4.4,2.9,0.8,0.3,0.2,0.6
Dylan Windler,SF,CLE,30,10.1,0.428,1.1,2.6,0.782,0.4,0.6,0.5,3.2,2.1,0.7,0.4,0.2,0.6
